stat,value
point,0.845517993079644
se_cl,0.36416310113085
t_obs,2.32181127207568
p_sym,0.0589058905890589
p_t,0.0646064606460646
ci_lo,0.821350412523962
ci_hi,2.55731005430384
boot_mean,0.00251630578980982
