iter,n_treated,beta_t4,p_t4,beta_t5,p_t5,beta_t0,p_t0
47,25,0.0706288128558345,0.868570085535584,0.0963213755258583,0.802495952239297,-0.324701717875464,0.447625782061591
48,25,0.0356824454460157,0.870728837689105,-0.0784449804231125,0.679515701809616,0.0191190652701467,0.941800447750799
49,25,0.0119596659324933,0.975402006235665,0.0702092598725066,0.857603496727603,-0.301670248316821,0.451478305040647
50,25,-0.23823948474832,0.603993059248782,-0.246558457800842,0.467866533950847,-0.109856375078144,0.766436090993661
51,25,-0.0450679859357649,0.843292776514543,-0.00865007165557939,0.963903094159426,-0.135669605179923,0.541125954937762
52,25,0.367390794004224,0.230531905495302,0.178882399662578,0.555970559808522,0.449252278076498,0.223284717696146
53,25,-0.543840563474204,0.0444031575190669,-0.439112536362609,0.0947099146534866,-0.0165375546351856,0.956490589097969
54,25,0.273853781819519,0.242578772548117,0.204647784724616,0.350089411010655,0.360391467013917,0.165075865880011
55,25,0.552636004794676,0.116931300490148,0.446596062585056,0.242217346146936,0.324120352372921,0.313075938148177
56,25,0.273911129821597,0.307300497641978,0.213559818542883,0.466818788720302,0.105012447442784,0.599856023902874
57,25,0.167675573326358,0.693381314252995,0.0163925803854913,0.96375428283773,0.44722985032385,0.385864643757611
58,25,0.473528900241399,0.186687569450525,0.44253684859513,0.173676485323566,-0.931041384157312,0.277323966700926
59,25,-0.191655203904207,0.310223485598368,-0.124380405037151,0.468547738828289,-0.272342605544402,0.275871015642934
60,25,0.106221277738083,0.591715372891751,0.117874266206132,0.540950836983197,0.0643370700156285,0.730930664063033
61,25,0.189224479142973,0.687542576354368,0.367049919583924,0.387097771926458,-0.607188990504045,0.128369252028266
62,25,-0.102948245898958,0.765417036236815,-0.162446791400206,0.580923366255855,0.0959619974862746,0.748590683195243
63,25,-0.669137822290832,0.0118223876259737,-0.640502576547656,0.0160678021082479,0.0239887064548902,0.926015654687422
64,25,0.000338946912994146,0.998958933327785,-0.0431063811587028,0.8590454950458,0.127869570381644,0.63286336494088
65,25,0.152272109721822,0.672224403564864,0.0806715401686912,0.81972220734785,0.355351308012644,0.233204046400998
66,25,0.0882173547121275,0.633653577630085,0.108969288190145,0.502792850558886,-0.036251514161768,0.858347681744235
67,25,-0.326174067561691,0.517488421653506,-0.391404075653518,0.451114620532192,-0.354747810441961,0.406529812134895
68,25,0.500920819168317,0.521387718667597,0.557550678690631,0.435340391224339,-0.0137379695202767,0.979620339806727
69,25,-0.335838084714024,0.322666227941043,-0.328471911491378,0.298761512335059,0.0963718060428505,0.759026862162921
70,25,-0.00318083944555628,0.991557411130033,-0.0525571586558487,0.835170486385522,-0.19417682855057,0.7018279938727
71,25,0.141047010710931,0.558695768433232,0.0720308814380574,0.754220906829346,0.157143852135332,0.606833816994248
72,25,-0.341374438725942,0.247214417541099,-0.288787239179036,0.256953896642329,-0.243437956377911,0.387882587736437
73,25,0.650860694032781,0.290246617417261,0.709987951278807,0.206633622344155,-0.115939817035011,0.857823032181256
74,25,0.393551615813788,0.144284001965746,0.41604016359574,0.142884852466154,0.434636739870581,0.195580791706154
75,25,-0.183721877756412,0.614426684597668,-0.310533409598333,0.323705983776952,0.209992530833836,0.372519746690038
76,25,0.0484975049537545,0.9051446234586,0.0621222662831452,0.855173983359475,0.0528973974352545,0.875039570680189
77,25,0.374374970014389,0.380210806264362,0.336412420220823,0.406514189278258,0.0925217607257254,0.819104370067778
78,25,0.327175190930171,0.461829588923439,0.0399767149980658,0.913400019930966,0.416454771041649,0.196080038690584
79,25,0.604440659944778,0.387230366328704,0.723496911455492,0.17679621154572,-0.177717393242257,0.706509171047249
80,25,0.191207454355823,0.504978698308609,0.283525181693766,0.217102336689928,0.317443525223034,0.494681637554377
81,25,-0.43842560709987,0.428757025444579,-0.470967397289966,0.358842324846627,-0.240298973996416,0.544835554714049
82,25,-0.227630065328773,0.226921542120466,-0.192161907787084,0.251545800914443,0.00984412195189022,0.939551755603974
83,25,0.0636397980101374,0.86177746280047,0.121545332451405,0.739971613620208,0.424298541035181,0.276131020510803
84,25,0.059004609345268,0.799159759626138,-0.00974644007803729,0.962574407609514,0.486287193949079,0.11221197564536
85,25,-0.107482663869414,0.860675877413675,-0.215870144139174,0.657457035362642,-1.57745537543782,0.242572169117966
86,25,-0.246885720536662,0.240430644370647,-0.248624776038293,0.191164237477026,-0.166653866670156,0.44989728389302
87,25,0.0668838666960244,0.724745224216962,0.111108028632297,0.657869196517241,-0.16736389396604,0.468399228218387
88,25,-0.0862688944974406,0.832845963678893,-0.188778522391321,0.600380461991053,-0.0665811131863286,0.85389343033278
89,25,-0.0558700317824517,0.771111701640034,-0.199855861174134,0.350399873123182,0.0511023419558843,0.756084327680407
90,25,-0.169646170103371,0.406872532190708,-0.200107721422817,0.248837478265295,-0.256272410611083,0.325345513272919
91,25,0.694534389105206,0.243757537414046,0.439316097878587,0.408626224365106,0.349044973398768,0.383756447600341
92,25,-0.0211776680811799,0.945884540242947,0.0326694574024138,0.913351099401909,0.144145587815506,0.609892324608058
93,25,-0.261199783918879,0.399352343414779,-0.184863277850267,0.418064530519118,-0.128840212339311,0.687721765231503
94,25,1.18749476351949,0.00109739262178492,1.14891882155577,0.00143644074284237,1.06433963134265,0.00323140796926887
95,25,0.220464385621074,0.35902827042532,0.267221892373513,0.196534015227915,0.0358302784998504,0.859808612751795
96,25,-0.341015434347671,0.492421523961418,-0.271182293850778,0.524047638126195,-0.137921753639431,0.774091910778471
97,25,0.169195920924508,0.69211114293455,-0.155336356149896,0.692577718799939,-0.128904266492222,0.804769170131122
98,25,0.490837748914458,0.195722604764768,0.454682809442716,0.187750404266345,0.119578345233332,0.729906511691071
99,25,0.46030518552091,0.262296552222326,0.127378107847703,0.643686764396254,0.464717277834357,0.103886940021362
100,25,0.171187246529143,0.524272063509192,0.0402633835221539,0.870789983003954,0.0517694445374479,0.818852672672731
