period,income_group,ghe_coef,ghe_se,ghe_p,N
2000–2015 (MDG),Low income,1.26976203533493,0.574430504647706,0.0377756904511378,362
2000–2015 (MDG),Lower middle income,0.0818656712280686,0.208327708304627,0.696015193159494,803
2000–2015 (MDG),Upper middle income,-0.122531708384872,0.0828422457598556,0.14514720033049,834
2000–2015 (MDG),High income,0.0572808466071733,0.0323998553518977,0.0820724877207897,992
2016–2022 (SDG),Low income,0.0295429967924004,0.320644295398876,0.927462997565326,154
2016–2022 (SDG),Lower middle income,-0.190218533510565,0.12634672832874,0.13848013321532,357
2016–2022 (SDG),Upper middle income,-0.073024651656801,0.0716131752448395,0.312587050200052,368
2016–2022 (SDG),High income,0.0171014443443674,0.0528322063444061,0.747277248467205,434
