hale_lag,coef,se,p,ci_low,ci_high
0,0.0682156723779089,0.0342828859400527,0.0591861556762363,0.00102121593540561,0.135410128820412
1,-0.00474743024916695,0.0100967208455685,0.642843311031464,-0.0245370031064812,0.0150421426081473
2,0.00551580831969074,0.00589717138395107,0.359771725904652,-0.00604264759285335,0.0170742642322348
